Symbol ,Date ,PREV. CLOSE ,Open Price ,High Price ,Low Price ,Close Price ,Total Traded Quantity ,Total Traded Value in Rs.,Number of Trades 
WIPRO,01-Sep-25,1.98,1.79,2,1.6,1.8,"20,62,671","37,26,874.00",316
WIPRO,01-Sep-25,0.01,0.01,0.01,0.01,0.01,"1,335",13,1
WIPRO,29-Aug-25,1.99,2.15,2.5,1.56,1.98,"16,54,198","33,22,835.00",249
WIPRO,29-Aug-25,2.5,2.01,2.01,1.65,1.65,"1,482","2,923.00",7
WIPRO,28-Aug-25,1.3,1.71,2.7,1.5,1.99,"45,43,147","99,16,894.00",597
WIPRO,28-Aug-25,0.25,0.05,0.15,0.01,0.01,"2,29,788","24,106.00",16
WIPRO,28-Aug-25,1.75,1.76,2.5,1.75,2.5,"59,060","1,17,314.00",7
WIPRO,26-Aug-25,1.69,1.8,1.8,1.75,1.75,"8,128","14,442.00",9
WIPRO,26-Aug-25,0.9,0.25,0.25,0.25,0.25,"1,335",334,1
WIPRO,26-Aug-25,1.41,1.41,1.9,1.26,1.3,"18,36,907","31,72,796.00",483
WIPRO,25-Aug-25,1,1.5,1.65,1.35,1.41,"12,20,495","18,49,335.00",332
WIPRO,25-Aug-25,1.59,1.55,1.69,1.5,1.69,"1,48,124","2,33,339.00",37
WIPRO,22-Aug-25,1,1,1.5,1,1,"4,52,643","6,12,235.00",210
WIPRO,22-Aug-25,1.07,1.1,1.59,1.03,1.59,"6,27,326","7,73,670.00",82
WIPRO,21-Aug-25,0.9,1,1.1,0.95,1.07,"7,59,939","7,53,853.00",89
WIPRO,21-Aug-25,1.49,1,1.15,0.95,1,"1,57,413","1,57,763.00",34
WIPRO,21-Aug-25,0.41,0.9,0.9,0.9,0.9,3,3,3
WIPRO,20-Aug-25,0.8,1,1.08,0.9,0.9,"14,23,418","13,85,334.00",106
WIPRO,20-Aug-25,1.25,1,1.49,0.9,1.49,"41,969","49,032.00",45
WIPRO,19-Aug-25,0.75,0.89,1,0.8,0.8,"10,43,571","9,25,083.00",68
WIPRO,19-Aug-25,0.79,0.65,0.7,0.41,0.41,"72,002","49,443.00",28
WIPRO,19-Aug-25,1.59,1.3,1.7,1.25,1.25,"3,45,312","5,13,496.00",187
WIPRO,18-Aug-25,0.8,0.76,0.94,0.75,0.75,"24,77,258","20,98,364.00",89
